Age,Candidate,Criminal_Case,District,Education,Liabilities,Party,State,Total_Assets,Winner,Year
35,Dharmendra Singh, 1 ,SATNA,Post Graduate,"Rs 1,42,60,491",BSP,MADHYA PRADESH,"Rs 6,08,58,405",No,2014
37,Shitin Kesherwani,0,SAGAR,12th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 3,31,000",No,2014
34,Vinay Kumar,0,SAGAR,12th Pass,"Rs 44,000",Bhartiya Shakti Chetna Party,MADHYA PRADESH,"Rs 9,13,873",No,2014
63,Jagdish Singh, 2 ,SATNA,Graduate,"Rs 6,30,000",AAP,MADHYA PRADESH,"Rs 5,81,52,000",No,2014
48,Keshav,0,SATNA,Post Graduate,Rs 0,IND,MADHYA PRADESH,"Rs 76,250",No,2014
49,Mahgoo,0,SATNA,Graduate,Rs 0,Dalit Vikas Party(Bharat),MADHYA PRADESH,"Rs 30,27,000",No,2014
44,Rajkumar,0,SATNA,10th Pass,"Rs 6,00,000",Bhartiya Shakti Chetna Party,MADHYA PRADESH,"Rs 7,90,000",No,2014
32,Shri Ram,0,SATNA,Post Graduate,Rs 0,IND,MADHYA PRADESH,"Rs 53,09,000",No,2014
40,Shyamlal Kushwaha,0,SATNA,Post Graduate,Rs 0,GGP,MADHYA PRADESH,"Rs 26,89,000",No,2014
35,Vinod Kumar,0,SATNA,10th Pass,Rs 0,Bhartiya Shramik Dal Socialist,MADHYA PRADESH,"Rs 2,60,000",No,2014
58,Janardan Mishra,0,REWA,Graduate Professional,"Rs 1,06,977",BJP,MADHYA PRADESH,"Rs 1,01,56,568",Yes,2014
54,Abdul Wafati Ansari Urf Yuvraj Tailors,0,REWA,10th Pass,"Rs 12,00,000",Samata Party,MADHYA PRADESH,"Rs 11,31,000",No,2014
51,Brmhadatta Mishra Urf Chote,0,REWA,12th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 22,83,500",No,2014
41,Deoraj Singh Patel,0,REWA,Post Graduate,"Rs 1,79,24,260",BSP,MADHYA PRADESH,"Rs 7,01,49,663",No,2014
36,Girish Kumar Gautam,0,REWA,Post Graduate,Rs 0,IND,MADHYA PRADESH,"Rs 3,81,000",No,2014
41,Janardan Mishra,0,REWA,Graduate,Rs 0,IND,MADHYA PRADESH,"Rs 1,51,000",No,2014
27,Mangleshwar Bhaiya,0,REWA,12th Pass,Rs 0,Naya Daur Party,MADHYA PRADESH,"Rs 7,60,000",No,2014
31,Prabhunath Prasad Saket,0,REWA,Doctorate,Rs 0,IND,MADHYA PRADESH,"Rs 3,16,246",No,2014
48,Pramod Tiwari,0,REWA,Graduate,Rs 0,Bhartiya Shakti Chetna Party,MADHYA PRADESH,"Rs 35,000",No,2014
35,Purnanand Tiwari,0,REWA,Post Graduate,Rs 0,AAP,MADHYA PRADESH,"Rs 15,33,286",No,2014
45,R.D. Vishwkarma,0,REWA,10th Pass,Rs 0,Apna Dal,MADHYA PRADESH,"Rs 15,75,000",No,2014
37,Ram Kishan Nirat (Saket), 1 ,REWA,Post Graduate,"Rs 1,00,000",RPI(A),MADHYA PRADESH,"Rs 8,97,056",No,2014
56,Sunder Lal Tiwari,0,REWA,Graduate Professional,"Rs 3,49,790",INC,MADHYA PRADESH,"Rs 4,50,35,366",No,2014
47,Vishv Nath Dwivedi,0,REWA,12th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 1,56,000",No,2014
68,Dileep Singh Bhuriya,0,RATLAM,10th Pass,Rs 0,BJP,MADHYA PRADESH,"Rs 1,22,59,882",Yes,2014
41,Babusingh,0,RATLAM,8th Pass,Rs 0,BSP,MADHYA PRADESH,"Rs 11,70,000",No,2014
56,Bhadiya, 1 ,RATLAM,Illiterate,"Rs 50,000",IND,MADHYA PRADESH,"Rs 19,01,000",No,2014
67,Bheru Singh Damor,0,RATLAM,10th Pass,"Rs 1,07,000",JD(U),MADHYA PRADESH,"Rs 13,04,200",No,2014
42,Comrade Lata Bhabor, 3 ,RATLAM,8th Pass,Rs 0,CPI(M),MADHYA PRADESH,"Rs 7,86,49,422",No,2014
32,Henary,0,RATLAM,Graduate,Rs 0,AAP,MADHYA PRADESH,"Rs 1,07,000",No,2014
30,Iliyas Bhai Machar,0,RATLAM,8th Pass,"Rs 7,00,000",Minorities Democratic Party,MADHYA PRADESH,"Rs 12,13,500",No,2014
36,Kailash Vasuniya,0,RATLAM,Graduate,Rs 0,Bahujan Mukti Party,MADHYA PRADESH,"Rs 96,342",No,2014
64,Kantilal Bhuriya, 1 ,RATLAM,Post Graduate,Rs 0,INC,MADHYA PRADESH,"Rs 4,76,90,241",No,2014
32,Meena Devid,0,RATLAM,12th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 4,18,377",No,2014
53,Rodmal Nagar,0,RAJGARH,Graduate,"Rs 35,86,473",BJP,MADHYA PRADESH,"Rs 2,85,69,974",Yes,2014
33,Dr.Prashant Tripathi, 1 ,RAJGARH,Graduate Professional,"Rs 39,07,073",AAP,MADHYA PRADESH,"Rs 1,12,52,908",No,2014
41,Dr.Shivnarayan Verma,0,RAJGARH,Graduate Professional,Rs 0,BSP,MADHYA PRADESH,"Rs 4,10,000",No,2014
59,Imamuddin Khan,0,RAJGARH,Graduate,"Rs 70,000",IND,MADHYA PRADESH,"Rs 18,82,500",No,2014
62,Narayan Singh, 4 ,RAJGARH,12th Pass,"Rs 17,09,097",INC,MADHYA PRADESH,"Rs 1,34,92,052",No,2014
50,Rod Ji,0,RAJGARH,Literate,Rs 0,IND,MADHYA PRADESH,"Rs 6,76,000",No,2014
57,Anoop Mishra,0,MORENA,12th Pass,"Rs 68,78,160",BJP,MADHYA PRADESH,"Rs 11,05,23,112",Yes,2014
28,Akash Gupta,0,MORENA,Graduate,Rs 0,IND,MADHYA PRADESH,"Rs 5,05,042",No,2014
27,Anoop Nagar,0,MORENA,Literate,Rs 0,IND,MADHYA PRADESH,"Rs 4,20,000",No,2014
39,Arujn Singh (Pappu Kushwah),0,MORENA,8th Pass,Rs 0,Rashtriya Samanta Dal,MADHYA PRADESH,"Rs 20,06,618",No,2014
52,Brindawan Singh Sikarwar, 1 ,MORENA,12th Pass,Rs 0,BSP,MADHYA PRADESH,"Rs 1,86,06,750",No,2014
33,Chhavendra,0,MORENA,Literate,Rs 0,IND,MADHYA PRADESH,"Rs 7,85,508",No,2014
33,Devendra Kumar Agrval,0,MORENA,Graduate Professional,"Rs 4,90,100",AAP,MADHYA PRADESH,"Rs 62,40,542",No,2014
62,Dr Govind Singh, 1 ,MORENA,Graduate Professional,"Rs 31,84,026",INC,MADHYA PRADESH,"Rs 6,96,88,035",No,2014
37,Jayant Singh Tomar,0,MORENA,Post Graduate,Rs 0,Loktantrik Samajwadi Party,MADHYA PRADESH,"Rs 33,68,500",No,2014
27,Kuldeep Singh, 1 ,MORENA,Graduate,Rs 0,IND,MADHYA PRADESH,"Rs 8,56,024",No,2014
36,Maneesh Kumar Rawat,0,MORENA,Graduate Professional,Rs 0,Jai Maha Bharath Party,MADHYA PRADESH,"Rs 5,11,000",No,2014
28,Rajesh Kushwah,0,MORENA,Graduate Professional,Rs 0,SP,MADHYA PRADESH,"Rs 4,91,500",No,2014
46,Ram Naresh,0,MORENA,Literate,Rs 0,IND,MADHYA PRADESH,"Rs 2,20,000",No,2014
30,Satandra Singh (Tony Tomar),0,MORENA,Literate,Rs 0,IND,MADHYA PRADESH,"Rs 2,38,000",No,2014
31,Shakti Singh Tomar,0,MORENA,12th Pass,Rs 0,Rashtriya Ahinsa Manch,MADHYA PRADESH,"Rs 6,07,700",No,2014
46,Siyaram Singh Choudri,0,MORENA,10th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 1,62,500",No,2014
43,Visnu Sharma,0,MORENA,10th Pass,Rs 0,AITC,MADHYA PRADESH,"Rs 8,00,000",No,2014
54,Sudhir Gupta,0,MANDSOUR,Post Graduate,"Rs 30,58,993",BJP,MADHYA PRADESH,"Rs 5,74,29,237",Yes,2014
70,Bano Bee,0,MANDSOUR,Illiterate,Rs 0,Bharatiya Minorities Suraksha Mahasangh,MADHYA PRADESH,"Rs 34,000",No,2014
57,Banshilal Patidar, 1 ,MANDSOUR,5th Pass,"Rs 20,35,000",Bahujan Sangharshh Dal,MADHYA PRADESH,"Rs 35,64,058",No,2014
49,Ismile,0,MANDSOUR,5th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 30,000",No,2014
32,Mangilal Urf Kranti Parivartan,0,MANDSOUR,Post Graduate,Rs 0,BSP,MADHYA PRADESH,"Rs 2,34,900",No,2014
40,Meenakshi Natarajan, 1 ,MANDSOUR,Post Graduate,"Rs 2,34,415",INC,MADHYA PRADESH,"Rs 46,82,146",No,2014
34,Meenakshi Pande,0,MANDSOUR,8th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 1,00,548",No,2014
36,Minakshi Chouhan,0,MANDSOUR,12th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 65,000",No,2014
38,Nilesh Tiwari,0,MANDSOUR,Post Graduate,Rs 0,IND,MADHYA PRADESH,"Rs 11,56,972",No,2014
59,Paras Dada Saklecha, 2 ,MANDSOUR,Post Graduate,"Rs 1,36,232",AAP,MADHYA PRADESH,"Rs 46,57,101",No,2014
39,Pro. Purushottam Meghwal, 1 ,MANDSOUR,Post Graduate,"Rs 23,07,000",IND,MADHYA PRADESH,"Rs 61,50,367",No,2014
41,Radheshyam Gehlot (Raju Malviya),0,MANDSOUR,Graduate,"Rs 35,00,000",Bahujan Mukti Party,MADHYA PRADESH,"Rs 95,36,000",No,2014
70,Shaikh Azizuddin Quraishi,0,MANDSOUR,Post Graduate,Rs 0,AIFB,MADHYA PRADESH,"Rs 5,000",No,2014
30,Sudhir Gautam,0,MANDSOUR,5th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 3,71,500",No,2014
54,Faggan Singh Kulaste, 2 ,MANDLA,Post Graduate,"Rs 98,311",BJP,MADHYA PRADESH,"Rs 2,57,38,420",Yes,2014
44,Anuj Ganga Singh Patta,0,MANDLA,Graduate,"Rs 22,20,000",GGP,MADHYA PRADESH,"Rs 44,80,097",No,2014
39,Baishakhoo Maravi,0,MANDLA,5th Pass,Rs 0,Bhartiya Satya Sangharsh Party,MADHYA PRADESH,Nil,No,2014
39,Ghanshyam Kudape,0,MANDLA,10th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 13,51,051",No,2014
47,Inder Singh Uikey,0,MANDLA,12th Pass,Rs 0,Ambedkarite Party of India,MADHYA PRADESH,"Rs 1,95,000",No,2014
69,Khuman Singh Armo,0,MANDLA,12th Pass,Rs 0,AAP,MADHYA PRADESH,"Rs 11,78,622",No,2014
38,Mahatalal Barkade,0,MANDLA,8th Pass,Rs 0,NPP,MADHYA PRADESH,"Rs 2,08,000",No,2014
37,Omkar Singh Markam,0,MANDLA,Post Graduate,Rs 0,INC,MADHYA PRADESH,"Rs 96,18,675",No,2014
43,Phool Singh Dhurwey, 3 ,MANDLA,Graduate,"Rs 20,000",Chhattisgarh Swabhiman Manch,MADHYA PRADESH,"Rs 28,20,609",No,2014
57,Shanbhulal,0,MANDLA,10th Pass,Rs 0,BSP,MADHYA PRADESH,"Rs 12,75,000",No,2014
61,Nandkumar Singh Chouhan,0,KHANDWA,Post Graduate,"Rs 95,61,188",BJP,MADHYA PRADESH,"Rs 4,01,88,989",Yes,2014
46,Alok Agarwal, 2 ,KHANDWA,Graduate Professional,Rs 0,AAP,MADHYA PRADESH,"Rs 12,871",No,2014
40,Arun Subhash Chandra Yadav, 2 ,KHANDWA,Graduate,"Rs 5,99,00,980",INC,MADHYA PRADESH,"Rs 31,83,04,270",No,2014
75,Baba Abdul Hamid,0,KHANDWA,Not Given,Rs 0,IND,MADHYA PRADESH,"Rs 2,82,85,000",No,2014
50,Bhaiyalal Uikey,0,KHANDWA,Literate,"Rs 5,00,000",GGP,MADHYA PRADESH,"Rs 32,65,000",No,2014
50,Dr. Rameshsingh Solanki,0,KHANDWA,Graduate,"Rs 23,75,000",Prajatantrik Samadhan Party,MADHYA PRADESH,"Rs 38,00,000",No,2014
50,Isamuddin Saiyyed, 1 ,KHANDWA,Literate,Rs 0,Samata Party,MADHYA PRADESH,"Rs 1,64,36,850",No,2014
71,Kashinath Upadhyay,0,KHANDWA,Graduate,Rs 0,IND,MADHYA PRADESH,"Rs 31,82,000",No,2014
57,Nand Lal Singh Chouhan,0,KHANDWA,10th Pass,"Rs 1,00,000",IND,MADHYA PRADESH,"Rs 33,66,500",No,2014
36,Subhash Patel,0,KHARGONE,Post Graduate,"Rs 23,00,000",BJP,MADHYA PRADESH,"Rs 3,61,38,699",Yes,2014
49,Gaffar,0,KHARGONE,Literate,Rs 0,IND,MADHYA PRADESH,"Rs 5,25,500",No,2014
37,Gangaram Pratap,0,KHARGONE,8th Pass,Rs 0,Aadijan Mukti Sena,MADHYA PRADESH,"Rs 38,287",No,2014
34,Jyoti Sukhlal Gore, 1 ,KHARGONE,8th Pass,Rs 0,CPI,MADHYA PRADESH,"Rs 18,20,400",No,2014
49,Kailash Awasya, 2 ,KHARGONE,Post Graduate,Rs 0,AAP,MADHYA PRADESH,"Rs 16,87,286",No,2014
46,Nandlal Singh Chouhan (Nandu Bhaiya),0,KHANDWA,5th Pass,"Rs 4,50,000",IND,MADHYA PRADESH,"Rs 4,20,000",No,2014
32,Sanjay S/O Laxman Solanki, 1 ,KHANDWA,Graduate,"Rs 8,30,000",BSP,MADHYA PRADESH,"Rs 36,46,000",No,2014
37,Sheikh Sharif, 1 ,KHANDWA,Literate,Rs 0,Akhil Bhartiya Vikas Congress Party,MADHYA PRADESH,"Rs 4,14,351",No,2014
39,Kailash Patel,0,KHARGONE,12th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 58,43,000",No,2014
60,Naharsingh Richhuji Barde,0,KHARGONE,Graduate,"Rs 1,35,000",BSP,MADHYA PRADESH,"Rs 29,94,951",No,2014
40,Ramesh Chensingh, 1 ,KHARGONE,5th Pass,"Rs 7,20,473",INC,MADHYA PRADESH,"Rs 52,64,289",No,2014
38,Vinod Kumar Bhagwan Birade,0,KHANDWA,Graduate,Rs 0,RPI(A),MADHYA PRADESH,"Rs 25,000",No,2014
42,Ziauddin Inamdar, 2 ,KHANDWA,10th Pass,"Rs 8,00,000",Bahujan Mukti Party,MADHYA PRADESH,"Rs 16,98,000",No,2014
72,Nagendra Singh,0,KHAJURAHO,Graduate,Rs 0,BJP,MADHYA PRADESH,"Rs 4,45,38,002",Yes,2014
33,Amit Bhatnagar,0,KHAJURAHO,Post Graduate,Rs 0,AAP,MADHYA PRADESH,"Rs 21,36,231",No,2014
38,Anwar Khan,0,KHAJURAHO,10th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 9,01,857",No,2014
29,Avnish Tiwari,0,KHAJURAHO,Graduate Professional,"Rs 9,46,893",SHS,MADHYA PRADESH,"Rs 29,18,424",No,2014
33,Ayendr Kumar Sharma,0,KHAJURAHO,Graduate,Rs 0,IND,MADHYA PRADESH,"Rs 3,40,000",No,2014
48,Durga Sharma,0,KHAJURAHO,Graduate,Rs 0,Bundelkhand Congress,MADHYA PRADESH,"Rs 52,00,000",No,2014
29,Imran,0,KHAJURAHO,Graduate,Rs 0,Peace Party,MADHYA PRADESH,"Rs 3,91,000",No,2014
28,Jagdeesh Kumar Patel,0,KHAJURAHO,12th Pass,Rs 0,Apna Dal,MADHYA PRADESH,"Rs 11,500",No,2014
44,Krishna Sharan,0,KHAJURAHO,Graduate,Rs 0,Brihattar Bharat Prajatantra Sewa Party,MADHYA PRADESH,"Rs 16,00,500",No,2014
47,Mahesh Chandra,0,KHAJURAHO,Others,Rs 0,Rashtriya Samanta Dal,MADHYA PRADESH,"Rs 34,72,884",No,2014
54,Raja Pateriya,0,KHAJURAHO,12th Pass,"Rs 5,52,639",INC,MADHYA PRADESH,"Rs 5,24,38,292",No,2014
50,Ram Lakhan Singh, 1 ,KHAJURAHO,Post Graduate,"Rs 4,97,625",BSP,MADHYA PRADESH,"Rs 86,57,688",No,2014
46,Ram Nath,0,KHAJURAHO,8th Pass,"Rs 3,30,000",IND,MADHYA PRADESH,"Rs 4,20,000",No,2014
35,Sanjeev Kumar Mishra,0,KHAJURAHO,12th Pass,Rs 0,AIFB,MADHYA PRADESH,"Rs 4,01,000",No,2014
60,Shri Dhar Khare,0,KHAJURAHO,8th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 52,71,817",No,2014
29,Siddharth Kushwaha, 1 ,KHAJURAHO,Graduate,"Rs 32,00,000",SP,MADHYA PRADESH,"Rs 1,62,54,183",No,2014
53,Rakesh Singh Urf Ghanshyam Singh, 1 ,JABALPUR,Graduate,Rs 0,BJP,MADHYA PRADESH,"Rs 2,65,64,889",Yes,2014
56,"Captain Hanfee, Veer Chakra",0,JABALPUR,Post Graduate,"Rs 22,127",AAP,MADHYA PRADESH,"Rs 4,87,95,775",No,2014
50,Digvijay Singh,0,JABALPUR,Post Graduate,Rs 0,Bhartiya Shakti Chetna Party,MADHYA PRADESH,"Rs 6,76,20,000",No,2014
45,Dr. Dhai Akshar (Rakesh Sonkar),0,JABALPUR,Graduate,"Rs 95,000",IND,MADHYA PRADESH,"Rs 6,20,000",No,2014
56,"Er. Pravin Gajbhiye \""Dada\""",0,JABALPUR,Graduate Professional,Rs 0,Bahujan Mukti Party,MADHYA PRADESH,"Rs 4,462",No,2014
51,Lal Das,0,JABALPUR,10th Pass,"Rs 1,30,000",GGP,MADHYA PRADESH,"Rs 80,70,000",No,2014
43,Malkhan Patel,0,JABALPUR,Not Given,Rs 0,IND,MADHYA PRADESH,"Rs 17,38,000",No,2014
48,Manak Lal Gontiya,0,JABALPUR,8th Pass,Rs 0,Ambedkarite Party of India,MADHYA PRADESH,"Rs 2,20,000",No,2014
35,Mohd. Adil,0,JABALPUR,12th Pass,Rs 0,IUML,MADHYA PRADESH,"Rs 1,83,325",No,2014
37,Mohd. Aftab Alam, 1 ,JABALPUR,Post Graduate,"Rs 1,40,00,000",BSP,MADHYA PRADESH,"Rs 42,82,755",No,2014
43,Naveen Jain,0,JABALPUR,Graduate,"Rs 50,000",IND,MADHYA PRADESH,"Rs 1,16,87,096",No,2014
35,Vikrant,0,JABALPUR,10th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 3,23,500",No,2014
48,Vinay Kumar Jain,0,JABALPUR,10th Pass,"Rs 16,37,760",IND,MADHYA PRADESH,"Rs 3,21,98,461",No,2014
34,Virendra Kumar Sharma,0,JABALPUR,Graduate,Rs 0,IND,MADHYA PRADESH,"Rs 3,80,000",No,2014
70,Sumitra Mahajan,0,INDORE,Post Graduate,"Rs 35,39,000",BJP,MADHYA PRADESH,"Rs 1,87,32,234",Yes,2014
59,Ajit Kumar Jain (Patwa) Dharti Pakad,0,INDORE,8th Pass,Rs 0,IND,MADHYA PRADESH,Nil,No,2014
62,Anil Trivedi,0,INDORE,Post Graduate,Rs 0,AAP,MADHYA PRADESH,"Rs 1,47,18,234",No,2014
40,Dharamdas Ahirwar,0,INDORE,12th Pass,Rs 0,BSP,MADHYA PRADESH,"Rs 40,86,330",No,2014
58,Vivekkrishna Tankha,0,JABALPUR,Graduate Professional,"Rs 22,77,000",INC,MADHYA PRADESH,"Rs 42,37,20,471",No,2014
28,Dr.Neha Sharma,0,INDORE,Doctorate,Rs 0,SP,MADHYA PRADESH,"Rs 1,26,61,316",No,2014
50,Ghanshyam Chandel,0,INDORE,Graduate,"Rs 2,20,000",IND,MADHYA PRADESH,"Rs 34,65,000",No,2014
47,Jameela Bee,0,INDORE,5th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 9,86,237",No,2014
44,Mamata Bhati,0,INDORE,8th Pass,Rs 0,Rashtriya Ahinsa Manch,MADHYA PRADESH,"Rs 2,51,000",No,2014
36,Mohamed Tanvir,0,INDORE,5th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 10,000",No,2014
39,Mohammad Imtiyaz Khan,0,INDORE,Graduate,Rs 0,IND,MADHYA PRADESH,"Rs 3,38,000",No,2014
53,Pamanand Tolani,0,INDORE,10th Pass,"Rs 3,75,000",IND,MADHYA PRADESH,"Rs 23,71,000",No,2014
53,Praveen Kumar Ajmera Jain,0,INDORE,Post Graduate,Rs 0,IND,MADHYA PRADESH,"Rs 6,24,098",No,2014
48,Pt. Jagdish Chandra Bhatt,0,INDORE,Graduate,Rs 0,Jai Maha Bharath Party,MADHYA PRADESH,"Rs 57,57,342",No,2014
40,Rakesh Kumar Patel,0,INDORE,Graduate Professional,Rs 0,IND,MADHYA PRADESH,"Rs 1,80,000",No,2014
57,Ramchand Vasaini,0,INDORE,10th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 37,03,000",No,2014
55,Ramchandr Parmar, 2 ,INDORE,10th Pass,Rs 0,Bahujan Mukti Party,MADHYA PRADESH,"Rs 1,30,000",No,2014
32,Ravi Sirwaiya,0,INDORE,12th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 2,56,000",No,2014
49,Santosh Kumar Garg,0,INDORE,12th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 6,95,000",No,2014
46,Satyanarayan Patel,0,INDORE,12th Pass,"Rs 81,62,155",INC,MADHYA PRADESH,"Rs 69,91,96,061",No,2014
50,Shakti Sudha,0,INDORE,Post Graduate,Rs 0,IND,MADHYA PRADESH,"Rs 2,53,032",No,2014
37,Syed Nizam Ahmed,0,INDORE,12th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 24,25,000",No,2014
49,Uday Pratap Singh, 1 ,HOSHANGABAD,Graduate,"Rs 37,75,714",BJP,MADHYA PRADESH,"Rs 13,33,75,092",Yes,2014
38,Devendra Kumar Urf Gudda Bhaiyya,0,HOSHANGABAD,10th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 95,509",No,2014
44,"Devendra Patel \""Guddu Bhaiya\""",0,HOSHANGABAD,Graduate,"Rs 9,33,433",INC,MADHYA PRADESH,"Rs 3,20,44,007",No,2014
49,Jay Prakash Patel,0,HOSHANGABAD,10th Pass,"Rs 4,00,000",GGP,MADHYA PRADESH,"Rs 34,11,000",No,2014
41,Mukesh Babu Ahirwar,0,HOSHANGABAD,10th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 12,60,000",No,2014
29,Pradeep,0,HOSHANGABAD,10th Pass,Rs 0,BSP,MADHYA PRADESH,"Rs 10,082",No,2014
25,Uday Pratap Singh,0,HOSHANGABAD,Graduate,Rs 0,IND,MADHYA PRADESH,"Rs 40,000",No,2014
56,Narendra Singh Tomar, 1 ,GWALIOR,Graduate,"Rs 45,31,444",BJP,MADHYA PRADESH,"Rs 1,14,12,622",Yes,2014
38,Akhilesh, 1 ,GWALIOR,Graduate,Rs 0,CPI(M),MADHYA PRADESH,"Rs 1,84,700",No,2014
42,Alok Sharma,0,GWALIOR,8th Pass,Rs 0,BSP,MADHYA PRADESH,"Rs 2,04,54,704",No,2014
51,Ashok Singh,0,GWALIOR,Graduate,"Rs 7,76,11,615",INC,MADHYA PRADESH,"Rs 28,81,74,756",No,2014
48,Asif Khan,0,GWALIOR,5th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 4,91,000",No,2014
62,Balwant Singh Kushwah Advocate,0,GWALIOR,Graduate Professional,"Rs 80,000",SP,MADHYA PRADESH,"Rs 32,00,000",No,2014
67,C.L. Karodiya,0,GWALIOR,Graduate,Rs 0,Jan-Nyay Dal,MADHYA PRADESH,"Rs 8,06,184",No,2014
63,Captan Babulal Goswami,0,GWALIOR,Graduate,Rs 0,IND,MADHYA PRADESH,"Rs 43,00,000",No,2014
49,Deepak Kumar Bansal Rangwale (Prerak),0,GWALIOR,Graduate,"Rs 2,64,727",IND,MADHYA PRADESH,"Rs 40,59,104",No,2014
38,Geeta Rajput,0,GWALIOR,12th Pass,Rs 0,Al-Hind Party,MADHYA PRADESH,"Rs 53,000",No,2014
33,Hiraday Narayan Singh Tomar,0,GWALIOR,10th Pass,Rs 0,ABHM,MADHYA PRADESH,"Rs 3,98,500",No,2014
69,K. P. Kamte,0,GWALIOR,Illiterate,Rs 0,Bharatiya Rashtriya Mazdoor Dal,MADHYA PRADESH,"Rs 4,500",No,2014
50,Kishan Lal Kushwah,0,GWALIOR,8th Pass,Rs 0,Rashtriya Samanta Dal,MADHYA PRADESH,"Rs 37,40,000",No,2014
45,Madan Mohan Singh Tomar,0,GWALIOR,12th Pass,"Rs 8,704",Bhartiya Jan Yug Party,MADHYA PRADESH,"Rs 47,95,500",No,2014
62,Narayan Singh Kushwah,0,GWALIOR,12th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 3,38,425",No,2014
38,Neelam Agrwal,0,GWALIOR,12th Pass,"Rs 7,00,000",AAP,MADHYA PRADESH,"Rs 34,61,200",No,2014
42,Prajesh Choudhary,0,GWALIOR,8th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 10,57,799",No,2014
43,Ram Pathwar Kori (Ramsebak),0,GWALIOR,12th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 53,200",No,2014
40,Shiv Singh Kushawah,0,GWALIOR,8th Pass,Rs 0,Mahanwadi Party,MADHYA PRADESH,"Rs 54,69,000",No,2014
41,Sunil Gopal,0,GWALIOR,Graduate Professional,Rs 0,SUCI(C),MADHYA PRADESH,"Rs 1,19,963",No,2014
39,Vikas Sharma,0,GWALIOR,10th Pass,Rs 0,Bharatiya Navyuvak Party,MADHYA PRADESH,"Rs 51,00,000",No,2014
47,Manohar Untwal,0,DEWAS,12th Pass,"Rs 14,48,086",BJP,MADHYA PRADESH,"Rs 63,36,490",Yes,2014
61,Gokul Prasad Dongre, 1 ,DEWAS,Graduate,"Rs 3,29,980",BSP,MADHYA PRADESH,"Rs 1,86,75,000",No,2014
41,Hemraj Singh,0,DEWAS,Post Graduate,Rs 0,Bahujan Sangharshh Dal,MADHYA PRADESH,"Rs 65,000",No,2014
43,Kamal Singh,0,DEWAS,Post Graduate,Rs 0,Prajatantrik Samadhan Party,MADHYA PRADESH,"Rs 26,04,000",No,2014
49,Manohar Ahiriya,0,DEWAS,12th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 9,85,000",No,2014
52,Radheshyam Malviya,0,DEWAS,Literate,Rs 0,IND,MADHYA PRADESH,"Rs 13,65,144",No,2014
33,Sajan Singh,0,DEWAS,5th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 3,20,000",No,2014
62,Sajjan Singh Verma,0,DEWAS,Post Graduate,"Rs 2,50,694",INC,MADHYA PRADESH,"Rs 6,56,70,004",No,2014
37,Sobhal Singh,0,DEWAS,5th Pass,Rs 0,Samata Samadhan Party,MADHYA PRADESH,"Rs 4,45,000",No,2014
29,Sodan Singh Dalmiya,0,DEWAS,Post Graduate,Rs 0,Bahujan Mukti Party,MADHYA PRADESH,"Rs 22,000",No,2014
43,Jyotiraditya M. Scindia,0,GUNA,Post Graduate,"Rs 7,95,000",INC,MADHYA PRADESH,"Rs 33,08,88,751",Yes,2014
47,Anwar Khan,0,GUNA,10th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 77,000",No,2014
43,Sujeet Sangte,0,DEWAS,12th Pass,"Rs 22,25,000",AAP,MADHYA PRADESH,"Rs 6,22,739",No,2014
46,Chandrapal Singh Tomar,0,GUNA,Post Graduate,"Rs 2,00,000",IND,MADHYA PRADESH,"Rs 67,30,000",No,2014
30,Girraj Yadav, 6 ,GUNA,10th Pass,Rs 0,IND,MADHYA PRADESH,"Rs 5,65,000",No,2014
58,Jaibhansingh Pawaiya, 1 ,GUNA,Others,"Rs 72,000",BJP,MADHYA PRADESH,"Rs 88,60,522",No,2014
51,Lakhan Singh Baghel,0,GUNA,Graduate,"Rs 5,50,000",BSP,MADHYA PRADESH,"Rs 1,97,97,009",No,2014
